X	Y	Z	number of the return	number of returns of given pulse	intensity	classification
680985.630	5239981.280	970.090	1	1	79	2
680985.790	5239981.090	970.010	1	1	77	2
680985.950	5239980.890	969.940	1	1	108	2
680986.110	5239980.690	969.860	1	1	101	2
680986.260	5239980.510	969.760	1	1	110	2
680986.420	5239980.300	969.720	1	1	115	2
680986.600	5239980.090	969.700	1	1	121	2
680986.780	5239979.870	969.620	1	1	115	2
680986.940	5239979.660	969.590	1	1	96	2
680987.110	5239979.460	969.510	1	1	110	2
680987.270	5239979.260	969.470	1	1	100	2
680987.450	5239979.030	969.470	1	1	90	2
680987.620	5239978.820	969.440	1	1	118	2
680987.770	5239978.630	969.330	1	1	93	2
680987.960	5239978.390	969.340	1	1	71	2
680988.140	5239978.170	969.330	1	1	103	2
680988.300	5239977.970	969.240	1	1	114	2
680988.450	5239977.780	969.190	1	1	88	2
680988.640	5239977.540	969.200	1	1	93	2
680988.790	5239977.370	969.080	1	1	74	2
680988.960	5239977.160	969.010	1	1	102	2
680989.130	5239976.950	968.960	1	1	128	2
680989.310	5239976.710	969.000	1	1	87	2
680989.480	5239976.500	968.920	1	1	105	2
680989.650	5239976.290	968.890	1	1	97	2
680989.840	5239976.040	969.000	1	1	91	3
680990.000	5239975.840	968.920	1	1	115	2
680990.150	5239975.660	968.770	1	1	132	2
680990.320	5239975.450	968.710	1	1	130	2
680990.480	5239975.260	968.660	1	1	110	2
680990.670	5239975.020	968.650	1	1	83	2
680990.850	5239974.800	968.650	1	1	100	2
680991.020	5239974.580	968.650	1	1	71	2
680991.170	5239974.390	968.570	1	1	95	2
680991.340	5239974.180	968.500	1	1	110	2
680991.520	5239973.970	968.460	1	1	88	2
680991.690	5239973.750	968.450	1	1	96	2
680991.860	5239973.530	968.410	1	1	100	2
680992.040	5239973.310	968.400	1	1	123	2
680992.200	5239973.110	968.370	1	1	90	2
680992.370	5239972.900	968.340	1	1	73	2
680992.530	5239972.700	968.260	1	1	97	2
680992.700	5239972.490	968.170	1	1	136	2
680992.870	5239972.270	968.180	1	1	91	2
680993.060	5239972.040	968.180	1	1	77	2
680993.230	5239971.820	968.190	1	1	85	2
680993.410	5239971.590	968.190	1	1	81	2
680993.610	5239971.330	968.320	1	1	43	3
680993.780	5239971.130	968.230	1	1	75	2
680993.940	5239970.930	968.140	1	1	112	2
680994.100	5239970.730	968.090	1	1	85	2
680994.290	5239970.490	968.100	1	1	114	2
680994.440	5239970.310	968.000	1	1	132	2
680994.590	5239970.120	967.940	1	1	134	2
680994.750	5239969.920	967.890	1	1	112	2
680994.940	5239969.680	967.910	1	1	134	2
680995.110	5239969.470	967.840	1	1	128	2
680995.280	5239969.260	967.810	1	1	147	2
680995.450	5239969.040	967.800	1	1	100	2
680995.620	5239968.830	967.750	1	1	88	2
680995.780	5239968.630	967.700	1	1	97	2
680995.940	5239968.430	967.660	1	1	118	2
680996.100	5239968.240	967.580	1	1	123	2
680996.280	5239968.020	967.520	1	1	113	2
680996.470	5239967.770	967.600	1	1	67	3
680996.680	5239967.500	967.720	1	1	57	3
680996.810	5239967.350	967.540	1	1	91	2
680996.970	5239967.160	967.470	1	1	70	2
680997.160	5239966.910	967.540	1	1	75	2
680997.330	5239966.700	967.500	1	1	84	2
680997.510	5239966.470	967.470	1	1	82	2
680997.680	5239966.250	967.490	1	1	89	2
680997.860	5239966.040	967.420	1	1	96	2
680998.010	5239965.840	967.410	1	1	96	2
680998.180	5239965.630	967.360	1	1	90	2
680998.330	5239965.440	967.290	1	1	112	2
680998.520	5239965.210	967.280	1	1	126	2
680998.690	5239964.990	967.280	1	1	95	2
680998.860	5239964.780	967.230	1	1	97	2
680999.050	5239964.550	967.240	1	1	92	2
680999.200	5239964.360	967.190	1	1	104	2
680999.390	5239964.120	967.240	1	1	85	2
680999.550	5239963.920	967.200	1	1	84	2
680999.720	5239963.700	967.160	1	1	106	2
680999.880	5239963.500	967.080	1	1	114	2
680970.250	5239999.960	973.540	1	1	87	2
680970.440	5239999.710	973.570	1	1	102	2
680970.600	5239999.510	973.490	1	1	129	2
680970.780	5239999.290	973.440	1	1	101	2
680970.970	5239999.050	973.430	1	1	85	2
680971.170	5239998.790	973.530	1	1	77	2
680971.370	5239998.540	973.570	1	1	107	3
680971.560	5239998.290	973.570	1	1	90	3
680971.740	5239998.080	973.500	1	1	78	2
680971.880	5239997.910	973.380	1	1	97	2
680972.060	5239997.690	973.310	1	1	91	2
680972.210	5239997.500	973.210	1	1	87	2
680972.390	5239997.280	973.200	1	1	107	2
680972.550	5239997.080	973.140	1	1	115	2
680972.740	5239996.840	973.110	1	1	93	2
680972.940	5239996.590	973.130	1	1	86	2
680973.100	5239996.390	973.070	1	1	97	2
680973.280	5239996.170	973.030	1	1	105	2
680973.440	5239995.960	972.960	1	1	93	2
680973.630	5239995.720	972.970	1	1	84	2
680973.790	5239995.540	972.890	1	1	104	2
680973.970	5239995.300	972.870	1	1	103	2
680974.160	5239995.070	972.840	1	1	101	2
680974.320	5239994.880	972.750	1	1	102	2
680974.490	5239994.670	972.680	1	1	95	2
680974.660	5239994.450	972.680	1	1	98	2
680974.850	5239994.200	972.690	1	1	94	2
680975.030	5239993.970	972.700	1	1	81	2
680975.210	5239993.760	972.630	1	1	92	2
680975.400	5239993.520	972.650	1	1	85	2
680975.590	5239993.280	972.650	1	1	98	2
680975.780	5239993.040	972.650	1	1	97	2
680975.940	5239992.840	972.580	1	1	104	2
680976.110	5239992.620	972.570	1	1	123	2
680976.260	5239992.450	972.430	1	1	150	2
680976.450	5239992.210	972.420	1	1	132	2
680976.640	5239991.970	972.420	1	1	140	2
680976.800	5239991.770	972.340	1	1	97	2
680976.960	5239991.570	972.250	1	1	110	2
680977.140	5239991.360	972.220	1	1	90	2
680977.280	5239991.170	972.140	1	1	100	2
680977.450	5239990.960	972.080	1	1	97	2
680977.610	5239990.780	971.970	1	1	101	2
680977.800	5239990.540	971.930	1	1	94	2
680977.950	5239990.350	971.870	1	1	87	2
680978.130	5239990.130	971.800	1	1	108	2
680978.290	5239989.920	971.770	1	1	105	2
680978.470	5239989.700	971.750	1	1	89	2
680978.640	5239989.500	971.720	1	1	92	2
680978.860	5239989.220	971.790	1	1	111	3
680979.080	5239988.920	971.910	1	1	105	3
680979.210	5239988.770	971.740	1	1	134	2
680979.390	5239988.550	971.700	1	1	107	2
680979.550	5239988.350	971.650	1	1	102	2
680979.720	5239988.140	971.590	1	1	123	2
680979.860	5239987.970	971.460	1	1	133	2
680980.020	5239987.780	971.340	1	1	112	2
680980.230	5239987.510	971.410	1	1	96	2
680980.390	5239987.310	971.340	1	1	93	2
680980.570	5239987.080	971.330	1	1	91	2
680980.750	5239986.860	971.340	1	1	96	2
680980.910	5239986.650	971.280	1	1	79	2
680981.100	5239986.420	971.290	1	1	82	2
680981.270	5239986.200	971.260	1	1	101	2
680981.450	5239985.990	971.190	1	1	106	2
680981.610	5239985.780	971.140	1	1	114	2
680981.780	5239985.570	971.080	1	1	96	2
680981.930	5239985.390	970.960	1	1	92	2
680982.090	5239985.190	970.920	1	1	110	2
680982.260	5239984.970	970.880	1	1	76	2
680982.460	5239984.730	970.900	1	1	100	2
680982.650	5239984.490	970.890	1	1	90	2
680982.810	5239984.290	970.860	1	1	96	2
680982.990	5239984.070	970.790	1	1	91	2
680983.170	5239983.840	970.820	1	1	89	2
680983.320	5239983.650	970.720	1	1	96	2
680983.480	5239983.460	970.660	1	1	90	2
680983.640	5239983.260	970.550	1	1	68	2
680983.810	5239983.060	970.460	1	1	95	2
680983.970	5239982.850	970.420	1	1	121	2
680984.150	5239982.630	970.380	1	1	83	2
680984.330	5239982.400	970.400	1	1	84	2
680984.470	5239982.240	970.250	1	1	100	2
680984.630	5239982.040	970.200	1	1	90	2
680984.820	5239981.800	970.180	1	1	98	2
680984.980	5239981.600	970.110	1	1	101	2
680985.230	5239981.280	970.340	1	1	54	3
680985.340	5239981.150	970.090	1	1	104	2
680985.500	5239980.950	970.010	1	1	105	2
680985.650	5239980.760	969.940	1	1	97	2
680985.810	5239980.570	969.840	1	1	93	2
680986.040	5239980.280	970.000	1	1	83	3
680986.160	5239980.140	969.750	1	1	115	2
680986.310	5239979.950	969.650	1	1	113	2
680986.490	5239979.740	969.600	1	1	111	2
680986.650	5239979.530	969.580	1	1	86	2
680986.810	5239979.330	969.520	1	1	125	2
680986.980	5239979.120	969.470	1	1	98	2
680987.160	5239978.900	969.450	1	1	81	2
680987.330	5239978.690	969.380	1	1	103	2
680987.490	5239978.490	969.340	1	1	130	2
680987.670	5239978.260	969.280	1	1	89	2
680987.840	5239978.050	969.260	1	1	106	2
680988.000	5239977.860	969.210	1	1	88	2
680988.170	5239977.640	969.190	1	1	93	2
680988.330	5239977.450	969.080	1	1	105	2
680988.510	5239977.220	969.050	1	1	104	2
680988.670	5239977.020	969.020	1	1	84	2
680988.860	5239976.790	968.990	1	1	84	2
680989.030	5239976.570	968.980	1	1	96	2
680989.200	5239976.360	968.940	1	1	96	2
680989.350	5239976.170	968.900	1	1	105	2
680989.540	5239975.930	968.870	1	1	114	2
680989.710	5239975.720	968.810	1	1	104	2
680989.870	5239975.520	968.760	1	1	108	2
680990.040	5239975.320	968.700	1	1	106	2
680990.210	5239975.100	968.660	1	1	93	2
680990.370	5239974.910	968.620	1	1	92	2
680990.660	5239974.510	969.050	1	2	41	3
680990.570	5239974.650	968.700	2	2	40	3
680990.790	5239974.350	968.890	1	1	76	3
680990.890	5239974.260	968.510	1	1	103	2
680991.060	5239974.050	968.470	1	1	90	2
680991.230	5239973.840	968.420	1	1	79	2
680991.410	5239973.600	968.480	1	1	100	2
680991.570	5239973.410	968.400	1	1	96	2
680991.750	5239973.180	968.410	1	1	115	2
680991.920	5239972.960	968.380	1	1	119	2
680992.080	5239972.770	968.270	1	1	108	2
680992.250	5239972.560	968.230	1	1	105	2
680992.430	5239972.330	968.220	1	1	123	2
680992.600	5239972.130	968.190	1	1	115	2
680992.750	5239971.930	968.130	1	1	96	2
680992.940	5239971.680	968.190	1	1	89	2
680993.120	5239971.470	968.140	1	1	91	2
680993.310	5239971.230	968.140	1	1	57	2
680993.520	5239970.950	968.330	1	1	49	3
680993.680	5239970.750	968.210	1	1	78	2
680993.820	5239970.580	968.110	1	1	98	2
680994.000	5239970.360	968.100	1	1	94	2
680994.150	5239970.180	968.020	1	1	124	2
680994.320	5239969.970	967.950	1	1	134	2
680994.480	5239969.760	967.890	1	1	113	2
680994.660	5239969.540	967.860	1	1	115	2
680994.830	5239969.330	967.830	1	1	144	2
680994.990	5239969.130	967.770	1	1	125	2
680995.150	5239968.930	967.730	1	1	126	2
680995.320	5239968.720	967.690	1	1	124	2
680995.490	5239968.500	967.680	1	1	105	2
680995.680	5239968.260	967.690	1	1	118	2
680995.840	5239968.070	967.600	1	1	106	2
680996.000	5239967.870	967.540	1	1	112	2
680996.180	5239967.640	967.550	1	1	79	2
680996.420	5239967.330	967.830	1	1	56	3
680996.560	5239967.160	967.670	1	1	50	2
680996.690	5239967.000	967.490	1	1	81	2
680996.890	5239966.750	967.550	1	1	65	2
680997.050	5239966.550	967.500	1	1	101	2
680997.220	5239966.340	967.430	1	1	94	2
680997.390	5239966.130	967.420	1	1	102	2
680997.560	5239965.910	967.430	1	1	105	2
680997.730	5239965.700	967.420	1	1	110	2
680997.890	5239965.500	967.320	1	1	112	2
680998.070	5239965.280	967.280	1	1	110	2
680998.220	5239965.090	967.220	1	1	108	2
680998.410	5239964.850	967.230	1	1	81	2
680998.570	5239964.650	967.190	1	1	101	2
680998.750	5239964.420	967.210	1	1	113	2
680998.900	5239964.230	967.180	1	1	96	2
680999.110	5239963.960	967.250	1	1	87	2
680999.270	5239963.770	967.150	1	1	103	2
680999.440	5239963.560	967.120	1	1	69	2
680999.600	5239963.360	967.070	1	1	92	2
680999.770	5239963.160	967.010	1	1	79	2
680999.950	5239962.920	967.080	1	1	92	2
680970.010	5239999.880	973.530	1	1	79	2
680970.200	5239999.630	973.520	1	1	120	2
680970.380	5239999.420	973.480	1	1	114	2
680970.550	5239999.200	973.480	1	1	90	2
680970.720	5239998.980	973.440	1	1	93	2
680970.930	5239998.720	973.480	1	1	93	2
680971.110	5239998.490	973.430	1	1	91	2
680971.350	5239998.180	973.620	1	1	87	3
680971.560	5239997.910	973.680	1	1	86	3
680971.760	5239997.650	973.730	1	1	110	3
680971.990	5239997.360	973.890	1	1	61	3
680972.000	5239997.380	973.330	1	1	97	3
680972.150	5239997.200	973.180	1	1	105	2
680972.330	5239996.980	973.100	1	1	112	2
680972.520	5239996.730	973.160	1	1	79	2
680972.720	5239996.490	973.150	1	1	104	2
680972.870	5239996.290	973.080	1	1	105	2
680973.040	5239996.090	973.020	1	1	83	2
680973.190	5239995.900	972.930	1	1	91	2
680973.380	5239995.670	972.890	1	1	90	2
680973.570	5239995.420	972.910	1	1	125	2
680973.750	5239995.200	972.890	1	1	91	2
680973.930	5239994.980	972.840	1	1	94	2
680974.100	5239994.770	972.800	1	1	106	2
680974.250	5239994.590	972.690	1	1	96	2
680974.440	5239994.340	972.720	1	1	94	2
680974.610	5239994.130	972.660	1	1	85	2
680974.810	5239993.880	972.670	1	1	107	2
680974.980	5239993.660	972.650	1	1	91	2
680975.160	5239993.440	972.600	1	1	116	2
680975.360	5239993.180	972.670	1	1	106	2
680975.540	5239992.960	972.670	1	1	70	2
680975.700	5239992.760	972.590	1	1	104	2
680975.870	5239992.550	972.510	1	1	102	2
680976.080	5239992.280	972.580	1	1	107	3
680976.210	5239992.120	972.420	1	1	138	2
680976.390	5239991.910	972.350	1	1	118	2
680976.570	5239991.680	972.370	1	1	118	2
680976.720	5239991.500	972.230	1	1	94	2
680976.880	5239991.290	972.210	1	1	102	2
680977.040	5239991.100	972.090	1	1	110	2
680977.210	5239990.900	972.000	1	1	96	2
680977.380	5239990.690	971.940	1	1	107	2
680977.550	5239990.470	971.900	1	1	74	2
680977.720	5239990.260	971.880	1	1	97	2
680977.880	5239990.060	971.780	1	1	121	2
680978.060	5239989.830	971.800	1	1	97	2
680978.220	5239989.630	971.700	1	1	84	2
680978.410	5239989.410	971.660	1	1	96	2
680978.600	5239989.160	971.720	1	1	71	2
680978.800	5239988.900	971.740	1	1	86	2
680978.960	5239988.700	971.700	1	1	88	2
680979.130	5239988.490	971.660	1	1	92	2
680979.330	5239988.230	971.730	1	1	93	3
680979.480	5239988.060	971.550	1	1	106	2
680979.650	5239987.850	971.510	1	1	89	2
680979.800	5239987.660	971.420	1	1	103	2
680979.980	5239987.430	971.370	1	1	88	2
680980.160	5239987.210	971.360	1	1	83	2
680980.320	5239987.010	971.330	1	1	108	2
680980.530	5239986.750	971.410	1	1	90	2
680980.700	5239986.540	971.310	1	1	83	2
680980.880	5239986.310	971.300	1	1	89	2
680981.040	5239986.100	971.280	1	1	92	2
680981.210	5239985.900	971.160	1	1	87	2
680981.380	5239985.690	971.120	1	1	108	2
680981.550	5239985.480	971.100	1	1	93	2
680981.700	5239985.280	971.050	1	1	97	2
680981.870	5239985.080	970.930	1	1	92	2
680982.070	5239984.830	970.950	1	1	89	2
680982.230	5239984.630	970.910	1	1	98	2
680982.400	5239984.420	970.850	1	1	110	2
680982.600	5239984.160	970.940	1	1	66	3
680982.730	5239984.010	970.750	1	1	90	2
680982.900	5239983.790	970.750	1	1	88	2
680983.080	5239983.570	970.710	1	1	98	2
680983.240	5239983.380	970.580	1	1	82	2
680983.500	5239983.030	970.890	1	1	47	3
680983.580	5239982.960	970.510	1	1	89	2
680983.720	5239982.790	970.350	1	1	110	2
680983.890	5239982.570	970.330	1	1	90	2
680984.080	5239982.320	970.400	1	1	90	3
680984.230	5239982.150	970.250	1	1	105	2
680984.410	5239981.930	970.190	1	1	84	2
680984.590	5239981.700	970.190	1	1	102	2
680984.750	5239981.500	970.130	1	1	101	2
680984.920	5239981.290	970.090	1	1	88	2
680985.090	5239981.080	970.050	1	1	95	2
680985.260	5239980.870	970.020	1	1	106	2
680985.410	5239980.680	969.910	1	1	108	2
680985.600	5239980.450	969.880	1	1	90	2
680985.780	5239980.220	969.890	1	1	71	2
680985.930	5239980.040	969.760	1	1	102	2
680986.070	5239979.870	969.650	1	1	128	2
680986.230	5239979.670	969.580	1	1	115	2
680986.410	5239979.450	969.560	1	1	116	2
680986.580	5239979.240	969.490	1	1	125	2
680986.750	5239979.020	969.450	1	1	106	2
680986.920	5239978.820	969.420	1	1	93	2
680987.100	5239978.590	969.390	1	1	89	2
680987.280	5239978.360	969.410	1	1	104	3
680987.430	5239978.170	969.310	1	1	76	2
680987.570	5239978.010	969.180	1	1	108	2
680987.750	5239977.780	969.160	1	1	93	2
680987.940	5239977.540	969.170	1	1	96	2
680988.110	5239977.330	969.130	1	1	94	2
680988.260	5239977.150	969.000	1	1	103	2
680988.430	5239976.940	968.980	1	1	103	2
680988.600	5239976.720	968.970	1	1	121	2
680988.780	5239976.500	968.960	1	1	116	2
680988.960	5239976.260	968.960	1	1	97	2
680989.140	5239976.040	968.920	1	1	88	2
680989.310	5239975.830	968.890	1	1	121	2
680989.470	5239975.630	968.790	1	1	129	2
680989.630	5239975.430	968.760	1	1	129	2
680989.790	5239975.240	968.690	1	1	130	2
680989.950	5239975.040	968.640	1	1	119	2
680990.140	5239974.800	968.640	1	1	105	2
680990.310	5239974.600	968.570	1	1	110	2
680990.470	5239974.390	968.520	1	1	115	2
680990.640	5239974.180	968.460	1	1	95	2
680990.820	5239973.950	968.480	1	1	88	2
680990.990	5239973.740	968.480	1	1	84	2
680991.200	5239973.460	968.630	1	1	106	3
680991.340	5239973.300	968.420	1	1	104	2
680991.530	5239973.060	968.420	1	1	119	2
680991.680	5239972.880	968.370	1	1	124	2
680991.860	5239972.660	968.300	1	1	115	2
680992.010	5239972.470	968.210	1	1	108	2
680992.170	5239972.260	968.180	1	1	92	2
680992.320	5239972.080	968.110	1	1	121	2
680992.510	5239971.850	968.090	1	1	106	2
680992.700	5239971.600	968.110	1	1	78	2
680992.890	5239971.370	968.150	1	1	89	2
680993.060	5239971.150	968.140	1	1	54	2
680993.260	5239970.890	968.220	1	1	61	2
680993.470	5239970.620	968.340	1	1	43	3
680993.650	5239970.380	968.400	1	1	70	3
680993.770	5239970.240	968.190	1	1	87	2
680993.930	5239970.060	968.030	1	1	132	2
680994.080	5239969.880	967.940	1	1	105	2
680994.250	5239969.660	967.890	1	1	133	2
680994.640	5239969.110	968.770	1	2	23	3
680994.410	5239969.470	967.840	2	2	91	2
680994.590	5239969.240	967.850	1	1	91	2
680994.740	5239969.050	967.790	1	1	89	2
680994.920	5239968.830	967.750	1	1	134	2
680995.090	5239968.610	967.720	1	1	100	2
680995.270	5239968.390	967.710	1	1	98	2
680995.440	5239968.170	967.670	1	1	105	2
680995.600	5239967.970	967.620	1	1	95	2
680995.760	5239967.790	967.550	1	1	96	2
680995.930	5239967.570	967.540	1	1	92	2
680996.110	5239967.340	967.510	1	1	108	2
680996.290	5239967.120	967.500	1	1	93	2
680996.470	5239966.880	967.570	1	1	95	2
680996.650	5239966.660	967.530	1	1	96	2
680996.810	5239966.460	967.500	1	1	105	2
680996.970	5239966.250	967.440	1	1	70	2
680997.160	5239966.010	967.530	1	1	57	3
680997.330	5239965.800	967.450	1	1	91	2
680997.540	5239965.530	967.560	1	1	72	3
680997.650	5239965.400	967.320	1	1	85	2
680997.870	5239965.120	967.480	1	1	61	3
680998.010	5239964.960	967.310	1	1	69	2
680998.150	5239964.790	967.200	1	1	90	2
680998.320	5239964.570	967.200	1	1	102	2
680998.500	5239964.350	967.170	1	1	110	2
680998.670	5239964.130	967.170	1	1	100	2
680998.840	5239963.920	967.110	1	1	110	2
680999.030	5239963.670	967.150	1	1	92	2
680999.190	5239963.470	967.140	1	1	83	2
680999.410	5239963.180	967.340	1	1	71	3
680999.530	5239963.050	967.090	1	1	94	2
680999.710	5239962.820	967.070	1	1	103	2
680999.890	5239962.600	967.080	1	1	90	2
680969.540	5239999.860	973.640	1	1	111	3
680969.680	5239999.690	973.470	1	1	107	2
680969.850	5239999.480	973.440	1	1	121	2
680970.020	5239999.260	973.420	1	1	112	2
680970.300	5239998.890	973.710	1	1	81	3
680970.420	5239998.750	973.440	1	1	89	2
680970.570	5239998.580	973.320	1	1	103	2
680970.770	5239998.320	973.370	1	1	87	2
680970.960	5239998.080	973.390	1	1	78	2
680971.220	5239997.740	973.620	1	1	100	3
680971.330	5239997.610	973.410	1	1	95	2
680971.470	5239997.440	973.220	1	1	87	2
680971.690	5239997.170	973.290	1	1	89	3
680971.830	5239997.000	973.160	1	1	82	2
680972.060	5239996.700	973.260	1	1	65	2
680972.200	5239996.540	973.150	1	1	91	2
680972.370	5239996.320	973.090	1	1	104	2
680972.520	5239996.130	973.000	1	1	90	2
680972.720	5239995.880	973.020	1	1	100	2
680973.210	5239995.190	974.050	1	2	9	3
680972.870	5239995.700	972.900	2	2	104	2
680973.250	5239995.180	973.540	1	1	42	3
680973.260	5239995.210	972.920	1	1	73	2
680973.420	5239995.010	972.850	1	1	111	2
680973.600	5239994.780	972.880	1	1	79	2
680973.780	5239994.560	972.830	1	1	76	2
680974.000	5239994.280	972.910	1	1	72	3
680974.140	5239994.110	972.750	1	1	93	2
680974.280	5239993.940	972.630	1	1	108	2
680974.470	5239993.700	972.610	1	1	110	2
680974.640	5239993.490	972.550	1	1	101	2
680974.820	5239993.260	972.560	1	1	104	2
680975.000	5239993.030	972.590	1	1	88	2
680975.200	5239992.780	972.600	1	1	95	2
680975.360	5239992.590	972.470	1	1	106	2
680975.540	5239992.370	972.470	1	1	100	2
680975.710	5239992.150	972.400	1	1	97	2
680975.910	5239991.890	972.470	1	1	129	2
680976.070	5239991.690	972.410	1	1	123	2
680976.230	5239991.500	972.340	1	1	120	2
680976.390	5239991.300	972.230	1	1	112	2
680976.550	5239991.110	972.110	1	1	86	2
680976.720	5239990.890	972.080	1	1	100	2
680976.890	5239990.690	971.970	1	1	88	2
680977.060	5239990.480	971.960	1	1	90	2
680977.220	5239990.280	971.890	1	1	97	2
680977.380	5239990.080	971.840	1	1	106	2
680977.570	5239989.850	971.800	1	1	96	2
680977.730	5239989.640	971.730	1	1	106	2
680977.900	5239989.440	971.660	1	1	75	2
680978.100	5239989.180	971.710	1	1	89	2
680978.290	5239988.940	971.730	1	1	88	3
680978.430	5239988.770	971.620	1	1	85	2
680978.600	5239988.560	971.560	1	1	81	2
680978.790	5239988.320	971.560	1	1	100	2
680978.960	5239988.110	971.510	1	1	91	2
680979.150	5239987.860	971.550	1	1	132	3
680979.290	5239987.690	971.390	1	1	112	2
680979.470	5239987.470	971.350	1	1	101	2
680979.630	5239987.270	971.320	1	1	106	2
680979.820	5239987.030	971.350	1	1	93	2
680980.000	5239986.810	971.300	1	1	123	2
680980.190	5239986.570	971.280	1	1	89	2
680980.350	5239986.360	971.260	1	1	89	2
680980.530	5239986.150	971.200	1	1	101	2
680980.710	5239985.920	971.210	1	1	97	2
680980.860	5239985.740	971.100	1	1	120	2
680981.020	5239985.540	971.050	1	1	93	2
680981.200	5239985.300	971.050	1	1	112	2
680981.380	5239985.080	970.980	1	1	120	2
680981.560	5239984.870	970.980	1	1	91	2
680981.740	5239984.640	970.920	1	1	95	2
680981.900	5239984.430	970.930	1	1	98	2
680982.050	5239984.250	970.790	1	1	91	2
680982.220	5239984.040	970.760	1	1	98	2
680982.390	5239983.830	970.680	1	1	101	2
680982.560	5239983.620	970.640	1	1	86	2
680982.710	5239983.430	970.530	1	1	85	2
680982.920	5239983.170	970.580	1	1	106	2
680983.070	5239982.980	970.500	1	1	84	2
680983.210	5239982.810	970.400	1	1	82	2
680983.380	5239982.600	970.350	1	1	87	2
680983.580	5239982.350	970.370	1	1	91	2
680983.750	5239982.140	970.300	1	1	102	2
680983.910	5239981.950	970.240	1	1	95	2
680984.080	5239981.730	970.170	1	1	93	2
680984.270	5239981.490	970.230	1	1	96	2
680984.450	5239981.260	970.240	1	1	83	3
680984.600	5239981.080	970.150	1	1	101	2
680984.770	5239980.870	970.080	1	1	126	2
680984.930	5239980.670	969.970	1	1	91	2
680985.360	5239980.060	970.930	1	2	26	3
680985.090	5239980.470	969.920	2	2	44	2
680985.440	5239979.980	970.550	1	1	40	3
680985.530	5239979.890	970.190	1	1	55	3
680985.610	5239979.820	969.830	1	1	77	2
680985.760	5239979.640	969.710	1	1	69	2
680985.910	5239979.470	969.590	1	1	107	2
680986.100	5239979.230	969.570	1	1	81	2
680986.250	5239979.040	969.490	1	1	126	2
680986.420	5239978.830	969.410	1	1	98	2
680986.590	5239978.620	969.420	1	1	69	2
680986.750	5239978.420	969.340	1	1	88	2
680986.920	5239978.210	969.320	1	1	76	2
680987.080	5239978.010	969.220	1	1	86	2
680987.250	5239977.790	969.180	1	1	115	2
680987.430	5239977.580	969.160	1	1	76	2
680987.610	5239977.340	969.150	1	1	118	2
680987.760	5239977.160	969.070	1	1	125	2
680987.930	5239976.950	969.030	1	1	85	2
680988.090	5239976.750	968.990	1	1	101	2
680988.280	5239976.510	968.970	1	1	97	2
680988.450	5239976.300	968.920	1	1	108	2
680988.630	5239976.080	968.910	1	1	83	2
680988.810	5239975.850	968.910	1	1	85	2
680988.980	5239975.630	968.880	1	1	95	2
680989.390	5239975.050	969.820	1	2	13	3
680989.130	5239975.450	968.800	2	2	89	2
680989.310	5239975.220	968.810	1	1	40	2
680989.460	5239975.040	968.700	1	1	114	2
680989.640	5239974.810	968.650	1	1	114	2
680989.810	5239974.610	968.630	1	1	96	2
680989.990	5239974.380	968.600	1	1	115	2
680990.140	5239974.200	968.520	1	1	108	2
680990.300	5239974.000	968.460	1	1	103	2
680990.460	5239973.790	968.410	1	1	73	2
680990.710	5239973.470	968.650	1	1	83	3
680990.860	5239973.290	968.500	1	1	107	2
680991.010	5239973.100	968.410	1	1	93	2
680991.180	5239972.890	968.370	1	1	93	2
680991.340	5239972.700	968.300	1	1	105	2
680991.500	5239972.500	968.220	1	1	90	2
680991.670	5239972.290	968.220	1	1	95	2
680991.840	5239972.080	968.160	1	1	85	2
680992.020	5239971.850	968.130	1	1	86	2
680992.180	5239971.640	968.090	1	1	85	2
680992.370	5239971.410	968.090	1	1	86	2
680992.540	5239971.200	968.080	1	1	83	2
680992.720	5239970.960	968.110	1	1	85	2
680992.890	5239970.750	968.120	1	1	83	2
680993.110	5239970.460	968.240	1	1	96	2
680993.300	5239970.220	968.290	1	1	65	3
680993.440	5239970.060	968.110	1	1	114	2
680993.590	5239969.870	967.990	1	1	124	2
680993.740	5239969.690	967.880	1	1	123	2
680993.890	5239969.500	967.840	1	1	110	2
680994.060	5239969.300	967.780	1	1	136	2
680994.230	5239969.080	967.730	1	1	147	2
680994.410	5239968.850	967.710	1	1	133	2
680994.580	5239968.640	967.730	1	1	134	2
680994.750	5239968.420	967.670	1	1	91	2
680994.930	5239968.200	967.660	1	1	103	2
680995.090	5239968.000	967.640	1	1	89	2
680995.270	5239967.780	967.650	1	1	37	2
680995.440	5239967.560	967.620	1	1	101	2
680995.600	5239967.360	967.520	1	1	119	2
680995.770	5239967.150	967.510	1	1	101	2
680996.370	5239966.270	969.210	1	2	10	3
680995.970	5239966.900	967.560	2	2	85	2
680996.120	5239966.710	967.500	1	1	97	2
680996.290	5239966.500	967.470	1	1	113	2
680996.450	5239966.290	967.440	1	1	102	2
680996.620	5239966.080	967.380	1	1	102	2
680996.800	5239965.860	967.360	1	1	94	2
680996.970	5239965.640	967.330	1	1	88	2
680997.150	5239965.420	967.310	1	1	100	2
680997.300	5239965.230	967.250	1	1	96	2
680997.480	5239965.000	967.270	1	1	83	2
680997.850	5239964.470	968.120	1	2	19	3
680997.630	5239964.820	967.200	2	2	63	2
680997.820	5239964.590	967.190	1	1	81	2
